T,bp,bs,ap,as
1649321756720,43499.82,0.23853,43512.29,0.20001
1649321756720,43499.61,0.00108,43512.64,0.16
1649321756720,43499.08,0.34472,43512.89,0.12
1649321756720,43498.17,0.23014,43512.9,0.22985
1649321756720,43497.52,0.00104,43513.15,0.12
1649321756720,43497.3,0.00108,43513.55,0.00026
1649321757713,43506.6,0.49745,43506.61,10.25798
1649321757713,43506.42,0.00425,43507.02,0.00863
1649321757713,43506.12,0.008,43507.17,0.00374
1649321757713,43504.75,0.00374,43507.45,0.75
1649321757713,43504.25,0.04552,43507.55,0.19342
1649321757713,43504.24,0.01073,43508.07,0.12051
1649321757713,43503.31,0.225,43508.25,0.03039
1649321757713,43503.3,0.75,43509.51,0.11493
1649321757713,43501.92,0.00108,43509.62,0.31032
1649321757713,43501.04,0.75036,43510.97,0.36
1649321757713,43500.88,0.36,43511.59,0.12
1649321757713,43500.18,0.08894,43512.2,0.86086
1649321757713,43500.0,0.02489,43512.22,0.06707
1649321757713,43499.83,0.00045,43512.24,0.08
1649321757713,43499.82,0.23853,43512.25,0.0009
1649321757713,43499.61,0.00108,43512.26,0.40971
1649321757713,43499.08,0.34472,43512.29,0.20001
1649321757713,43498.17,0.23014,43512.59,0.22031
1649321757713,43497.52,0.00104,43512.64,0.16
1649321757713,43497.35,0.11493,43512.89,0.12
1649321759717,43506.6,8.45403,43506.61,2.00187
1649321759717,43506.42,0.00425,43507.02,0.00863
1649321759717,43506.12,0.008,43507.17,0.00374
1649321759717,43505.07,0.40631,43507.42,0.2488
1649321759717,43505.06,1.29436,43508.07,0.00558
1649321759717,43504.75,0.00374,43508.25,0.03039
1649321759717,43504.25,0.04552,43509.51,0.11493
1649321759717,43504.24,0.01073,43510.09,0.86493
1649321759717,43503.31,0.33993,43511.59,0.12
1649321759717,43503.3,0.75,43512.2,0.86086
1649321759717,43503.28,0.3103,43512.22,0.06707
1649321759717,43501.92,0.00108,43512.24,0.08
1649321759717,43501.84,0.0715,43512.25,0.0009
1649321759717,43501.04,0.63543,43512.26,0.40971
1649321759717,43500.88,0.36,43512.29,0.20001
1649321759717,43500.18,0.08894,43512.59,0.22031
1649321759717,43500.0,0.03742,43512.64,0.16
1649321759717,43499.83,0.00045,43512.89,0.12
1649321759717,43499.82,0.23853,43512.9,0.22985
1649321759717,43499.61,0.00108,43513.13,0.00354
1649321761717,43509.24,10.14755,43509.25,0.65596
1649321761717,43508.43,0.1922,43510.56,0.00863
1649321761717,43508.38,0.31026,43511.14,0.00429
1649321761717,43508.37,0.21195,43511.99,0.04
1649321761717,43507.85,0.75,43512.2,0.86086
1649321761717,43507.41,0.3,43512.22,0.06707
1649321761717,43507.09,0.00413,43512.25,0.0009
1649321761717,43506.61,0.89421,43512.26,0.40971
1649321761717,43506.6,0.36,43512.29,0.20001
1649321761717,43506.13,0.31028,43512.6,0.08
1649321761717,43506.12,0.008,43512.64,0.11492
1649321761717,43505.07,0.40631,43512.89,0.02
1649321761717,43505.06,1.29436,43513.07,0.03
1649321761717,43504.75,0.00374,43513.13,0.00533
1649321761717,43504.25,0.04552,43513.14,0.75
1649321761717,43504.24,0.01073,43513.55,0.00026
1649321761717,43504.09,0.11491,43514.08,0.33431
1649321761717,43503.31,0.225,43514.09,1.09122
1649321761717,43503.28,0.3103,43514.41,0.02299
1649321761717,43501.92,0.00108,43515.22,0.22983
1649321763717,43509.24,10.76483,43509.25,0.45644
1649321763717,43508.43,0.1922,43510.96,0.00863
1649321763717,43508.37,0.0993,43511.14,0.00429
1649321763717,43507.85,0.75,43512.22,0.06707
1649321763717,43507.41,0.3,43512.25,0.0009
1649321763717,43507.19,0.11927,43512.26,0.40971
1649321763717,43506.61,0.77929,43512.29,0.20001
1649321763717,43506.6,0.36,43513.55,0.11518
1649321763717,43506.13,0.31028,43514.05,0.75
1649321763717,43506.12,0.008,43514.08,0.33431
1649321763717,43505.07,0.40631,43514.09,1.09122
1649321763717,43505.06,1.29436,43514.41,0.02299
1649321763717,43504.91,0.05,43515.19,0.24
1649321763717,43504.75,0.00374,43515.22,0.22983
1649321763717,43504.25,0.04552,43515.77,0.00264
1649321763717,43504.24,0.01073,43515.8,0.24
1649321763717,43504.09,0.11491,43515.85,0.02458
1649321763717,43503.31,0.225,43515.87,0.00666
1649321763717,43503.28,0.3103,43516.46,0.11491
1649321763717,43501.92,0.00108,43516.5,0.24
1649321765723,43509.24,8.26736,43509.25,0.78091
1649321765723,43508.37,0.0993,43511.1,0.00863
1649321765723,43508.35,0.01927,43511.14,0.00429
1649321765723,43507.85,0.75,43512.22,0.06707
1649321765723,43507.19,0.00435,43512.25,0.0009
1649321765723,43506.61,0.77929,43512.26,0.40971
1649321765723,43506.6,0.58562,43512.29,0.20001
1649321765723,43506.19,0.11516,43512.3,0.00024
1649321765723,43506.12,0.008,43512.94,0.23492
1649321765723,43505.89,0.31028,43513.55,0.00026
1649321765723,43505.07,0.40631,43513.6,0.08
1649321765723,43505.06,1.29436,43514.05,0.75
1649321765723,43504.91,0.05,43514.08,0.33431
1649321765723,43504.75,0.00374,43514.09,1.09122
1649321765723,43504.25,0.04552,43514.25,0.12
1649321765723,43504.24,0.01073,43514.41,0.02299
1649321765723,43504.09,0.11491,43514.47,0.12
1649321765723,43503.31,0.225,43515.22,0.22983
1649321765723,43503.28,0.3103,43515.77,0.00264
1649321765723,43501.92,0.00108,43515.85,0.02458
